St_Num,St_Dir,St_Name,St_Type,St_Addr,City,Zip,X,Y,Address,Price,Neighborhood
4420,SW,58th,Ave,4420 SW 58th Ave,Portland,97221,-122.73677146,45.49130578,"4420 SW 58th Ave, Portland, OR 97221",2179000,BRIDLEMILE
4243,SW,58th,Ave,4243 SW 58th Ave,Portland,97221,-122.73675746,45.49226702,"4243 SW 58th Ave, Portland, OR 97221",795000,BRIDLEMILE
4405,SW,Tunnelwood,St,4405 SW Tunnelwood St,Portland,97221,-122.72215292,45.49485363,"4405 SW Tunnelwood St, Portland, OR 97221",1100000,BRIDLEMILE
3825,SW,Jerald,Ct,3825 SW Jerald Ct,Portland,97221,-122.71635507,45.49488938,"3825 SW Jerald Ct, Portland, OR 97221",1995000,BRIDLEMILE
3815,SW,50th,Ave,3815 SW 50th Ave,Portland,97221,-122.72813223,45.49551119,"3815 SW 50th Ave, Portland, OR 97221",1100000,BRIDLEMILE
5700,SW,Westdale,Dr,5700 SW Westdale Dr,Portland,97221,-122.73517018,45.49640449,"5700 SW Westdale Dr, Portland, OR 97221",785000,BRIDLEMILE
3644,SW,60th,Pl,3644 SW 60th Pl,Portland,97221,-122.73959030,45.49666420,"3644 SW 60th Pl, Portland, OR 97221",1674990,BRIDLEMILE
3631,SW,Ericwood,Ln,3631 SW Ericwood Ln,Portland,97221,-122.71709277,45.49667137,"3631 SW Ericwood Ln, Portland, OR 97221",925000,BRIDLEMILE
3607,SW,57th,Ave,3607 SW 57th Ave,Portland,97221,-122.73537788,45.49730497,"3607 SW 57th Ave, Portland, OR 97221",975000,BRIDLEMILE
4018,SW,Westdale,Dr,4018 SW Westdale Dr,Portland,97221,-122.71828601,45.49733178,"4018 SW Westdale Dr, Portland, OR 97221",1149000,BRIDLEMILE
3435,SW,44th,Ave,3435 SW 44th Ave,Portland,97221,-122.72222039,45.49808963,"3435 SW 44th Ave, Portland, OR 97221",1149900,BRIDLEMILE
3737,SW,Sweetbriar,Dr,3737 SW Sweetbriar Dr,Portland,97221,-122.71573154,45.49877267,"3737 SW Sweetbriar Dr, Portland, OR 97221",1739999,BRIDLEMILE
4023,SW,Downs View,Ct,4023 SW Downs View Ct,Portland,97221,-122.71873637,45.49877389,"4023 SW Downs View Ct, Portland, OR 97221",1345000,BRIDLEMILE
4142,SW,Hillside,Dr,4142 SW Hillside Dr,Portland,97221,-122.72023749,45.49937474,"4142 SW Hillside Dr, Portland, OR 97221",799900,BRIDLEMILE
4219,SE,25th,Ave,4219 SE 25th Ave,Portland,97202,-122.64060547,45.49234023,"4219 SE 25th Ave, Portland, OR 97202",456000,BROOKLYN
4135,SE,25th,Ave,4135 SE 25th Ave,Portland,97202,-122.64060212,45.49276909,"4135 SE 25th Ave, Portland, OR 97202",449900,BROOKLYN
3776,SE,8th,Ave,3776 SE 8th Ave,Portland,97202,-122.65764345,45.49521099,"3776 SE 8th Ave, Portland, OR 97202",487500,BROOKLYN
1515,SE,Rhone,St,1515 SE Rhone St,Portland,97202,-122.64995992,45.49606368,"1515 SE Rhone St, Portland, OR 97202",525000,BROOKLYN
3715,SE,8th,Ave,3715 SE 8th Ave,Portland,97202,-122.65786749,45.49608200,"3715 SE 8th Ave, Portland, OR 97202",599900,BROOKLYN
3507,SE,10th,Ave,3507 SE 10th Ave,Portland,97202,-122.65587243,45.49721267,"3507 SE 10th Ave, Portland, OR 97202",625000,BROOKLYN
3456,SE,7th,Ave,3456 SE 7th Ave,Portland,97202,-122.65881247,45.49747398,"3456 SE 7th Ave, Portland, OR 97202",499000,BROOKLYN
3441,SE,9th,Ave,3441 SE 9th Ave,Portland,97202,-122.65691925,45.49759845,"3441 SE 9th Ave, Portland, OR 97202",475000,BROOKLYN
3314,SE,15th,Ave,3314 SE 15th Ave,Portland,97202,-122.65014676,45.49925970,"3314 SE 15th Ave, Portland, OR 97202",500000,BROOKLYN
3220,SE,12th,Ave,3220 SE 12th Ave,Portland,97202,-122.65313826,45.49982376,"3220 SE 12th Ave, Portland, OR 97202",775000,BROOKLYN
3222,SE,12th,Ave,3222 SE 12th Ave,Portland,97202,-122.65313826,45.49982376,"3222 SE 12th Ave, Portland, OR 97202",775000,BROOKLYN
7735,N,Edison,St,7735 N Edison St,Portland,97203,-122.74887568,45.58440211,"7735 N Edison St, Portland, OR 97203",600000,CATHEDRAL PARK
6716,N,Richmond,Ave,6716 N Richmond Ave,Portland,97203,-122.75372562,45.58479728,"6716 N Richmond Ave, Portland, OR 97203",325000,CATHEDRAL PARK
6706,N,Richmond,Ave,6706 N Richmond Ave,Portland,97203,-122.75372520,45.58479811,"6706 N Richmond Ave, Portland, OR 97203",325000,CATHEDRAL PARK
8707,N,Crawford,St,8707 N Crawford St,Portland,97203,-122.76032553,45.58825447,"8707 N Crawford St, Portland, OR 97203",375000,CATHEDRAL PARK
9235,N,Edison,St,9235 N Edison St,Portland,97203,-122.76171483,45.59218881,"9235 N Edison St, Portland, OR 97203",449000,CATHEDRAL PARK
9715,N,Edison,St,9715 N Edison St,Portland,97203,-122.76453635,45.59516875,"9715 N Edison St, Portland, OR 97203",429000,CATHEDRAL PARK
15610,SE,Bush,St,15610 SE Bush St,Portland,97236,-122.50259601,45.49488255,"15610 SE Bush St, Portland, OR 97236",439900,CENTENNIAL
16680,SE,Bush,St,16680 SE Bush St,Portland,97236,-122.49141396,45.49498250,"16680 SE Bush St, Portland, OR 97236",439900,CENTENNIAL
14323,SE,Bush,St,14323 SE Bush St,Portland,97236,-122.51550766,45.49507579,"14323 SE Bush St, Portland, OR 97236",365000,CENTENNIAL
3647,SE,160th,Ave,3647 SE 160th Ave,Portland,97236,-122.49897016,45.49589378,"3647 SE 160th Ave, Portland, OR 97236",325000,CENTENNIAL
14932,SE,Rhone,St,14932 SE Rhone St,Portland,97236,-122.50892761,45.49601867,"14932 SE Rhone St, Portland, OR 97236",425000,CENTENNIAL
16826,SE,Lafayette,St,16826 SE Lafayette St,Portland,97236,-122.48909000,45.49643253,"16826 SE Lafayette St, Portland, OR 97236",350000,CENTENNIAL
3557,SE,151st,Ave,3557 SE 151st Ave,Portland,97236,-122.50703708,45.49649451,"3557 SE 151st Ave, Portland, OR 97236",399950,CENTENNIAL
3544,SE,158th,Ave,3544 SE 158th Ave,Portland,97236,-122.50064076,45.49671353,"3544 SE 158th Ave, Portland, OR 97236",415000,CENTENNIAL
3401,SE,143rd,Ave,3401 SE 143rd Ave,Portland,97236,-122.51643830,45.49802614,"3401 SE 143rd Ave, Portland, OR 97236",374900,CENTENNIAL
14750,SE,Powell,Blvd,14750 SE Powell Blvd,Portland,97236,-122.51085361,45.49809156,"14750 SE Powell Blvd, Portland, OR 97236",310000,CENTENNIAL
16841,SE,Franklin,St,16841 SE Franklin St,Portland,97236,-122.48878707,45.49856103,"16841 SE Franklin St, Portland, OR 97236",465000,CENTENNIAL
14611,SE,Powell,Blvd,14611 SE Powell Blvd,Portland,97236,-122.51286409,45.49867934,"14611 SE Powell Blvd, Portland, OR 97236",225000,CENTENNIAL
15707,SE,Franklin,St,15707 SE Franklin St,Portland,97236,-122.50204196,45.49870746,"15707 SE Franklin St, Portland, OR 97236",399900,CENTENNIAL
15132,SE,Franklin,St,15132 SE Franklin St,Portland,97236,-122.50704194,45.49880926,"15132 SE Franklin St, Portland, OR 97236",485000,CENTENNIAL
3230,SE,152nd,Ave,3230 SE 152nd Ave,Portland,97236,-122.50700388,45.49895820,"3230 SE 152nd Ave, Portland, OR 97236",449000,CENTENNIAL
3231,SE,150th,Ave,3231 SE 150th Ave,Portland,97236,-122.50901294,45.49897224,"3231 SE 150th Ave, Portland, OR 97236",475000,CENTENNIAL
3228,SE,157th,Ave,3228 SE 157th Ave,Portland,97236,-122.50231899,45.49907153,"3228 SE 157th Ave, Portland, OR 97236",390000,CENTENNIAL
15202,SE,Kelly,St,15202 SE Kelly St,Portland,97236,-122.50681202,45.49936251,"15202 SE Kelly St, Portland, OR 97236",475000,CENTENNIAL
3052,SE,161st,Ave,3052 SE 161st Ave,Portland,97236,-122.49794891,45.50002765,"3052 SE 161st Ave, Portland, OR 97236",435000,CENTENNIAL
3015,SE,169th,Ave,3015 SE 169th Ave,Portland,97236,-122.48889554,45.50030107,"3015 SE 169th Ave, Portland, OR 97236",483000,CENTENNIAL
3025,SE,162nd,Ave,3025 SE 162nd Ave,Portland,97236,-122.49691190,45.50052114,"3025 SE 162nd Ave, Portland, OR 97236",375000,CENTENNIAL
15907,SE,Brooklyn,St,15907 SE Brooklyn St,Portland,97236,-122.50014045,45.50088571,"15907 SE Brooklyn St, Portland, OR 97236",375000,CENTENNIAL
15627,SE,Woodward,Ct,15627 SE Woodward Ct,Portland,97236,-122.50328357,45.50096806,"15627 SE Woodward Ct, Portland, OR 97236",389850,CENTENNIAL
2909,SE,168th,Ave,2909 SE 168th Ave,Portland,97236,-122.48965359,45.50116990,"2909 SE 168th Ave, Portland, OR 97236",415000,CENTENNIAL
2918,SE,174th,Ave,2918 SE 174th Ave,Portland,97236,-122.48364687,45.50150580,"2918 SE 174th Ave, Portland, OR 97236",429900,CENTENNIAL
2820,SE,157th,Ave,2820 SE 157th Ave,Portland,97236,-122.50168297,45.50198621,"2820 SE 157th Ave, Portland, OR 97236",499900,CENTENNIAL
2745,SE,167th,Ave,2745 SE 167th Ave,Portland,97236,-122.49111749,45.50229802,"2745 SE 167th Ave, Portland, OR 97236",457000,CENTENNIAL
17022,SE,Juliano,Ct,17022 SE Juliano Ct,Portland,97236,-122.48683401,45.50324249,"17022 SE Juliano Ct, Portland, OR 97236",360000,CENTENNIAL
2618,SE,164th,Ave,2618 SE 164th Ave,Portland,97236,-122.49492061,45.50348230,"2618 SE 164th Ave, Portland, OR 97236",339900,CENTENNIAL
2310,SE,157th,Ave,2310 SE 157th Ave,Portland,97233,-122.50168783,45.50587625,"2310 SE 157th Ave, Portland, OR 97233",475000,CENTENNIAL
2239,SE,147th,Ave,2239 SE 147th Ave,Portland,97233,-122.51189112,45.50628973,"2239 SE 147th Ave, Portland, OR 97233",372500,CENTENNIAL
2224,SE,158th,Ave,2224 SE 158th Ave,Portland,97233,-122.50039953,45.50633197,"2224 SE 158th Ave, Portland, OR 97233",430000,CENTENNIAL
14844,SE,Caruthers,Ct,14844 SE Caruthers Ct,Portland,97233,-122.50955751,45.50641998,"14844 SE Caruthers Ct, Portland, OR 97233",179000,CENTENNIAL
2227,SE,174th,Ave,2227 SE 174th Ave,Portland,97233,-122.48470224,45.50644924,"2227 SE 174th Ave, Portland, OR 97233",749900,CENTENNIAL
2219,SE,146th,Ave,2219 SE 146th Ave,Portland,97233,-122.51289552,45.50662241,"2219 SE 146th Ave, Portland, OR 97233",334800,CENTENNIAL
2220,SE,146th,Ave,2220 SE 146th Ave,Portland,97233,-122.51284054,45.50663682,"2220 SE 146th Ave, Portland, OR 97233",399900,CENTENNIAL
14833,SE,Grant,Ct,14833 SE Grant Ct,Portland,97233,-122.51022798,45.50723651,"14833 SE Grant Ct, Portland, OR 97233",179000,CENTENNIAL
2107,SE,148th,Pl,2107 SE 148th Pl,Portland,97233,-122.51026805,45.50737426,"2107 SE 148th Pl, Portland, OR 97233",234900,CENTENNIAL
2052,SE,159th,Ave,2052 SE 159th Ave,Portland,97233,-122.49910679,45.50775258,"2052 SE 159th Ave, Portland, OR 97233",376000,CENTENNIAL
15111,SE,Lincoln,St,15111 SE Lincoln St,Portland,97233,-122.50762456,45.50815491,"15111 SE Lincoln St, Portland, OR 97233",399900,CENTENNIAL
1924,SE,150th,Ave,1924 SE 150th Ave,Portland,97233,-122.50861254,45.50888699,"1924 SE 150th Ave, Portland, OR 97233",400000,CENTENNIAL
1907,SE,162nd,Ave,1907 SE 162nd Ave,Portland,97233,-122.49660747,45.50922599,"1907 SE 162nd Ave, Portland, OR 97233",479900,CENTENNIAL
1935,SE,154th,Ave,1935 SE 154th Ave,Portland,97233,-122.50578532,45.50964278,"1935 SE 154th Ave, Portland, OR 97233",460000,CENTENNIAL
14523,SE,Mill,St,14523 SE Mill St,Portland,97233,-122.51353397,45.51025747,"14523 SE Mill St, Portland, OR 97233",575000,CENTENNIAL
1751,SE,162nd,Ave,1751 SE 162nd Ave,Portland,97233,-122.49660747,45.51040902,"1751 SE 162nd Ave, Portland, OR 97233",468000,CENTENNIAL
1717,SE,151st,Ave,1717 SE 151st Ave,Portland,97233,-122.50770671,45.51101339,"1717 SE 151st Ave, Portland, OR 97233",439000,CENTENNIAL
15217,SE,Market,Ct,15217 SE Market Ct,Portland,97233,-122.50648990,45.51110044,"15217 SE Market Ct, Portland, OR 97233",472000,CENTENNIAL
1715,SE,148th,Ave,1715 SE 148th Ave,Portland,97233,-122.51078060,45.51116205,"1715 SE 148th Ave, Portland, OR 97233",429900,CENTENNIAL
16050,SE,Clay,St,16050 SE Clay St,Portland,97233,-122.49751766,45.51160671,"16050 SE Clay St, Portland, OR 97233",415000,CENTENNIAL
1615,SE,159th,Ave,1615 SE 159th Ave,Portland,97233,-122.49965605,45.51174295,"1615 SE 159th Ave, Portland, OR 97233",433000,CENTENNIAL
16250,SE,Market,St,16250 SE Market St,Portland,97233,-122.49547466,45.51225974,"16250 SE Market St, Portland, OR 97233",399900,CENTENNIAL
14174,SE,Hawthorne,Ct,14174 SE Hawthorne Ct,Portland,97233,-122.51733399,45.51242315,"14174 SE Hawthorne Ct, Portland, OR 97233",439000,CENTENNIAL
1404,SE,148th,Ave,1404 SE 148th Ave,Portland,97233,-122.51072327,45.51293465,"1404 SE 148th Ave, Portland, OR 97233",365000,CENTENNIAL
1407,SE,143rd,Pl,1407 SE 143rd Pl,Portland,97233,-122.51529752,45.51297086,"1407 SE 143rd Pl, Portland, OR 97233",424950,CENTENNIAL
15712,SE,Madison,Ct,15712 SE Madison Ct,Portland,97233,-122.50144878,45.51301034,"15712 SE Madison Ct, Portland, OR 97233",429900,CENTENNIAL
14221,SE,Madison,St,14221 SE Madison St,Portland,97233,-122.51653427,45.51322257,"14221 SE Madison St, Portland, OR 97233",579900,CENTENNIAL
17113,SE,Salmon,St,17113 SE Salmon St,Portland,97233,-122.48720398,45.51442747,"17113 SE Salmon St, Portland, OR 97233",429900,CENTENNIAL
17155,SE,Taylor,St,17155 SE Taylor St,Portland,97233,-122.48624149,45.51515837,"17155 SE Taylor St, Portland, OR 97233",435000,CENTENNIAL
1024,SE,144th,Ave,1024 SE 144th Ave,Portland,97233,-122.51457442,45.51551020,"1024 SE 144th Ave, Portland, OR 97233",385000,CENTENNIAL
1005,SE,151st,Ave,1005 SE 151st Ave,Portland,97233,-122.50811750,45.51579301,"1005 SE 151st Ave, Portland, OR 97233",389900,CENTENNIAL
16248,SE,Taylor,St,16248 SE Taylor St,Portland,97233,-122.49544080,45.51581270,"16248 SE Taylor St, Portland, OR 97233",335000,CENTENNIAL
904,SE,169th,Dr,904 SE 169th Dr,Portland,97233,-122.48891624,45.51626428,"904 SE 169th Dr, Portland, OR 97233",375000,CENTENNIAL
807,SE,174th,Ave,807 SE 174th Ave,Portland,97233,-122.48461171,45.51667252,"807 SE 174th Ave, Portland, OR 97233",414000,CENTENNIAL
16707,SE,Morrison,St,16707 SE Morrison St,Portland,97233,-122.49119788,45.51724739,"16707 SE Morrison St, Portland, OR 97233",430000,CENTENNIAL
14414,SE,Alder,Ct,14414 SE Alder Ct,Portland,97233,-122.51463234,45.51736880,"14414 SE Alder Ct, Portland, OR 97233",375000,CENTENNIAL
599,SE,148th,Ave,599 SE 148th Ave,Portland,97233,-122.51076250,45.51797226,"599 SE 148th Ave, Portland, OR 97233",199000,CENTENNIAL
620,SE,146th,Ave,620 SE 146th Ave,Portland,97233,-122.51322041,45.51802615,"620 SE 146th Ave, Portland, OR 97233",325000,CENTENNIAL
620,SE,168th,Ave,620 SE 168th Ave,Portland,97233,-122.49009356,45.51810633,"620 SE 168th Ave, Portland, OR 97233",360000,CENTENNIAL
10838,S,Southridge,Dr,10838 S Southridge Dr,Portland,97219,-122.67470087,45.44651163,"10838 S Southridge Dr, Portland, OR 97219",1095000,COLLINS VIEW
10707,S,Southridge,Dr,10707 S Southridge Dr,Portland,97219,-122.67628455,45.44792524,"10707 S Southridge Dr, Portland, OR 97219",1395000,COLLINS VIEW
645,SW,6th,Ct,645 SW 6th Ct,Portland,97219,-122.68617679,45.45552733,"645 SW 6th Ct, Portland, OR 97219",575000,COLLINS VIEW
9420,SW,8th,Ave,9420 SW 8th Ave,Portland,97219,-122.68697751,45.45656313,"9420 SW 8th Ave, Portland, OR 97219",492999,COLLINS VIEW
9280,SW,8th,Ave,9280 SW 8th Ave,Portland,97219,-122.68696594,45.45770038,"9280 SW 8th Ave, Portland, OR 97219",675000,COLLINS VIEW
9271,SW,7th,Ave,9271 SW 7th Ave,Portland,97219,-122.68599943,45.45771350,"9271 SW 7th Ave, Portland, OR 97219",569000,COLLINS VIEW
9232,SW,5th,Ave,9232 SW 5th Ave,Portland,97219,-122.68443159,45.45819776,"9232 SW 5th Ave, Portland, OR 97219",659950,COLLINS VIEW
9242,SW,4th,Ave,9242 SW 4th Ave,Portland,97219,-122.68278379,45.45836360,"9242 SW 4th Ave, Portland, OR 97219",925000,COLLINS VIEW
4504,NE,25th,Ave,4504 NE 25th Ave,Portland,97211,-122.63991094,45.55556208,"4504 NE 25th Ave, Portland, OR 97211",639000,CONCORDIA
4511,NE,25th,Ave,4511 NE 25th Ave,Portland,97211,-122.63996534,45.55562100,"4511 NE 25th Ave, Portland, OR 97211",819000,CONCORDIA
4618,NE,26th,Ave,4618 NE 26th Ave,Portland,97211,-122.63887989,45.55667616,"4618 NE 26th Ave, Portland, OR 97211",699000,CONCORDIA
4737,NE,33rd,Ave,4737 NE 33rd Ave,Portland,97211,-122.63069756,45.55751799,"4737 NE 33rd Ave, Portland, OR 97211",400000,CONCORDIA
4734,NE,30th,Ave,4734 NE 30th Ave,Portland,97211,-122.63481332,45.55754025,"4734 NE 30th Ave, Portland, OR 97211",399000,CONCORDIA
4803,NE,33rd,Ave,4803 NE 33rd Ave,Portland,97211,-122.63069538,45.55776798,"4803 NE 33rd Ave, Portland, OR 97211",799000,CONCORDIA
4831,NE,31st,Ave,4831 NE 31st Ave,Portland,97211,-122.63384412,45.55811625,"4831 NE 31st Ave, Portland, OR 97211",384500,CONCORDIA
4923,NE,23rd,Ave,4923 NE 23rd Ave,Portland,97211,-122.64194967,45.55863769,"4923 NE 23rd Ave, Portland, OR 97211",625000,CONCORDIA
4980,NE,34th,Ave,4980 NE 34th Ave,Portland,97211,-122.62956816,45.55892917,"4980 NE 34th Ave, Portland, OR 97211",654950,CONCORDIA
4986,NE,34th,Ave,4986 NE 34th Ave,Portland,97211,-122.62956816,45.55897207,"4986 NE 34th Ave, Portland, OR 97211",654950,CONCORDIA
4992,NE,34th,Ave,4992 NE 34th Ave,Portland,97211,-122.62956816,45.55901496,"4992 NE 34th Ave, Portland, OR 97211",654950,CONCORDIA
5126,NE,32nd,Ave,5126 NE 32nd Ave,Portland,97211,-122.63275255,45.56005499,"5126 NE 32nd Ave, Portland, OR 97211",439000,CONCORDIA
5310,NE,41st,Ave,5310 NE 41st Ave,Portland,97211,-122.62138384,45.56150392,"5310 NE 41st Ave, Portland, OR 97211",500000,CONCORDIA
5315,NE,41st,Ave,5315 NE 41st Ave,Portland,97211,-122.62143941,45.56159969,"5315 NE 41st Ave, Portland, OR 97211",349000,CONCORDIA
3910,NE,Killingsworth,St,3910 NE Killingsworth St,Portland,97211,-122.62322760,45.56276473,"3910 NE Killingsworth St, Portland, OR 97211",399900,CONCORDIA
5614,NE,27th,Ave,5614 NE 27th Ave,Portland,97211,-122.63810255,45.56354400,"5614 NE 27th Ave, Portland, OR 97211",625000,CONCORDIA
5815,NE,30th,Ave,5815 NE 30th Ave,Portland,97211,-122.63494534,45.56474215,"5815 NE 30th Ave, Portland, OR 97211",575000,CONCORDIA
3001,NE,Ainsworth,St,3001 NE Ainsworth St,Portland,97211,-122.63476102,45.56642745,"3001 NE Ainsworth St, Portland, OR 97211",850000,CONCORDIA
6106,NE,32nd,Pl,6106 NE 32nd Pl,Portland,97211,-122.63169442,45.56714277,"6106 NE 32nd Pl, Portland, OR 97211",625000,CONCORDIA
6427,NE,32nd,Ave,6427 NE 32nd Ave,Portland,97211,-122.63283779,45.56955763,"6427 NE 32nd Ave, Portland, OR 97211",599900,CONCORDIA
2603,NE,Dekum,St,2603 NE Dekum St,Portland,97211,-122.63933695,45.57190880,"2603 NE Dekum St, Portland, OR 97211",458000,CONCORDIA
3220,NE,Lombard,St,3220 NE Lombard St,Portland,97211,-122.63204168,45.57272876,"3220 NE Lombard St, Portland, OR 97211",449000,CONCORDIA
3216,NE,Lombard,St,3216 NE Lombard St,Portland,97211,-122.63238215,45.57279556,"3216 NE Lombard St, Portland, OR 97211",510000,CONCORDIA
6925,NE,23rd,Ave,6925 NE 23rd Ave,Portland,97211,-122.64244572,45.57299983,"6925 NE 23rd Ave, Portland, OR 97211",349000,CONCORDIA
7008,NE,27th,Ave,7008 NE 27th Ave,Portland,97211,-122.63809249,45.57347999,"7008 NE 27th Ave, Portland, OR 97211",695000,CONCORDIA
2405,NE,Morgan,St,2405 NE Morgan St,Portland,97211,-122.64121047,45.57394564,"2405 NE Morgan St, Portland, OR 97211",599900,CONCORDIA
5815,SE,Holgate,Blvd,5815 SE Holgate Blvd,Portland,97206,-122.60353499,45.49031751,"5815 SE Holgate Blvd, Portland, OR 97206",649000,CRESTON-KENILWORTH
5327,SE,Holgate,Blvd,5327 SE Holgate Blvd,Portland,97206,-122.60745999,45.49032744,"5327 SE Holgate Blvd, Portland, OR 97206",549000,CRESTON-KENILWORTH
4455,SE,56th,Ave,4455 SE 56th Ave,Portland,97206,-122.60569962,45.49052186,"4455 SE 56th Ave, Portland, OR 97206",530000,CRESTON-KENILWORTH
4412,SE,47th,Ave,4412 SE 47th Ave,Portland,97206,-122.61386736,45.49111559,"4412 SE 47th Ave, Portland, OR 97206",559000,CRESTON-KENILWORTH
3736,SE,Cora,St,3736 SE Cora St,Portland,97202,-122.62383789,45.49165178,"3736 SE Cora St, Portland, OR 97202",599900,CRESTON-KENILWORTH
4304,SE,45th,Ave,4304 SE 45th Ave,Portland,97206,-122.61581163,45.49180383,"4304 SE 45th Ave, Portland, OR 97206",575000,CRESTON-KENILWORTH
5709,SE,Boise,St,5709 SE Boise St,Portland,97206,-122.60428702,45.49240750,"5709 SE Boise St, Portland, OR 97206",375000,CRESTON-KENILWORTH
3962,SE,Gladstone,St,3962 SE Gladstone St,Portland,97202,-122.62138803,45.49330247,"3962 SE Gladstone St, Portland, OR 97202",519900,CRESTON-KENILWORTH
3966,SE,Gladstone,St,3966 SE Gladstone St,Portland,97202,-122.62136196,45.49330256,"3966 SE Gladstone St, Portland, OR 97202",440000,CRESTON-KENILWORTH
3112,SE,Gladstone,St,3112 SE Gladstone St,Portland,97202,-122.63332696,45.49334254,"3112 SE Gladstone St, Portland, OR 97202",650000,CRESTON-KENILWORTH
5222,SE,Center,St,5222 SE Center St,Portland,97206,-122.60840697,45.49387253,"5222 SE Center St, Portland, OR 97206",600000,CRESTON-KENILWORTH
5230,SE,Center,St,5230 SE Center St,Portland,97206,-122.60820698,45.49387253,"5230 SE Center St, Portland, OR 97206",649900,CRESTON-KENILWORTH
4014,SE,48th,Ave,4014 SE 48th Ave,Portland,97206,-122.61313638,45.49388087,"4014 SE 48th Ave, Portland, OR 97206",525000,CRESTON-KENILWORTH
3817,SE,Center,St,3817 SE Center St,Portland,97202,-122.62345299,45.49407751,"3817 SE Center St, Portland, OR 97202",748000,CRESTON-KENILWORTH
3730,SE,33rd,Pl,3730 SE 33rd Pl,Portland,97202,-122.63042623,45.49567275,"3730 SE 33rd Pl, Portland, OR 97202",385000,CRESTON-KENILWORTH
3724,SE,33rd,Pl,3724 SE 33rd Pl,Portland,97202,-122.63042565,45.49571076,"3724 SE 33rd Pl, Portland, OR 97202",385000,CRESTON-KENILWORTH
3702,SE,32nd,Ave,3702 SE 32nd Ave,Portland,97202,-122.63243244,45.49590899,"3702 SE 32nd Ave, Portland, OR 97202",520000,CRESTON-KENILWORTH
11004,SW,59th,Ave,11004 SW 59th Ave,Portland,97219,-122.73775784,45.44596526,"11004 SW 59th Ave, Portland, OR 97219",529500,CRESTWOOD
10945,SW,60th,Ave,10945 SW 60th Ave,Portland,97219,-122.73871632,45.44620376,"10945 SW 60th Ave, Portland, OR 97219",579900,CRESTWOOD
11109,SW,66th,Ave,11109 SW 66th Ave,Portland,97223,-122.74481700,45.44736537,"11109 SW 66th Ave, Portland, OR 97223",585000,CRESTWOOD
10729,SW,62nd,Pl,10729 SW 62nd Pl,Portland,97219,-122.74060124,45.44802146,"10729 SW 62nd Pl, Portland, OR 97219",599900,CRESTWOOD
10708,SW,59th,Dr,10708 SW 59th Dr,Portland,97219,-122.73785591,45.44836001,"10708 SW 59th Dr, Portland, OR 97219",489000,CRESTWOOD
6425,SW,Alfred,St,6425 SW Alfred St,Portland,97219,-122.74310843,45.45135704,"6425 SW Alfred St, Portland, OR 97219",588000,CRESTWOOD
10029,SW,52nd,Ave,10029 SW 52nd Ave,Portland,97219,-122.72999084,45.45295627,"10029 SW 52nd Ave, Portland, OR 97219",499000,CRESTWOOD
6132,NE,Milton,St,6132 NE Milton St,Portland,97213,-122.60045765,45.54887268,"6132 NE Milton St, Portland, OR 97213",549900,CULLY
5724,NE,Milton,St,5724 NE Milton St,Portland,97213,-122.60393833,45.54890915,"5724 NE Milton St, Portland, OR 97213",625000,CULLY
6021,NE,Failing,St,6021 NE Failing St,Portland,97213,-122.60121438,45.55109406,"6021 NE Failing St, Portland, OR 97213",425000,CULLY
